id,requirement,defect,weak_word
260,"If signals are assigned from functions that are switched off in certain conditions, SNA resp. default values are assigned during switched off times.",defect,certain
261,"Further it is possible to reset Production Mode, Transport Mode, EU5 Manipulation Protection, Charge Current Evaluation and IOD Measurement when certain conditions are given.",defect,certain
262,"If the battery charge resistance is high, the integrator is limited on a certain lower level.",defect,certain
263,"If the internal dynamic battery resistance is high, the integrator is limited to a certain upper level.",defect,certain
264,A decision about the battery type is made after having collected references for a certain battery type for a certain time.,defect,certain
265,Neu: A full Charge Request is set when the charge sum difference between two full charge cycles exceeds a certain value.,defect,certain
266,"With the calculated highest alternating currents at certain engine speeds and the current demand of the loads, the needed engine idle speed is calculated.",defect,certain
267,"In case of reset, the central locking system will close the DDP-relay again after a certain wait time.",defect,certain
268,The activation of the Rdi warning message is debounced for a certain time.,defect,certain
269,With the closed relay the voltage difference has to be lower than a certain level.,defect,certain
270,"BackupBatChargeRq equals 1, if any of the set events happened (stop disable because of voltage drop or a low after start voltage) and the backup battery voltage has not been higher than 13 volts for a certain amount of time.",defect,certain
271,While ProdMode is active the CCE can be started automatically under certain conditions.,defect,certain
272,"Depending on the acutal SOC of the vehicle's battery, the PNM sends a signal, which shows the communication unit if flashing is possible for a certain time during the parkcycle.",defect,certain
273,"LIN-Master is the ECU that houses the PNM, the IBS works as LIN-Slave with the possibility to wake up the Master-ECU in certain cases.",defect,certain
274,This area will either be a separate display panel or a certain area within a larger display.,defect,certain
275,The different functionalities are only available in certain speed ranges.,defect,certain
276,SVS is only operational in a certain speed interval.,defect,certain
277,The counter shall be resettable under certain conditions.,defect,certain
278,If the Control pilot signal changes the state from `` charging allowed '' to `` not allowed '' the OBC shall fall asleep after a number of changes in a certain time.,defect,certain
279,"For the case a vehicle starts hurtling on the street before the restraint system gets activated and therefore an OEM eCall gets triggered, a memory always contains the direction of travel from a certain timeframe in the past.",defect,certain
280,"Remark: After the system has established the ability of providing a stable output signal state, the system may fade in the actual output signal within in a certain time interval.",defect,certain
281,The system prevents the transmitted signal from being distorted and limits the output level to a certain value.,defect,certain
